operator,charging_facility_type,number_of_charging_points,power_connection_capacity,city,postal_code,commissioning_date,year,month,state
GOLDBECK Parking Services GmbH,Normalladeeinrichtung,4,44.0,Berlin,10243,2022-03-03,2022,3,Berlin
GOLDBECK Parking Services GmbH,Normalladeeinrichtung,2,22.0,Berlin,10243,2022-03-03,2022,3,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10247,2018-01-05,2018,1,Berlin
Lidl,Schnellladeeinrichtung,3,75.0,Berlin-Pankow,10247,2020-05-05,2020,5,Berlin
Lidl,Schnellladeeinrichtung,2,50.0,Berlin,10247,2020-05-20,2020,5,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10249,2019-09-16,2019,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10317,2020-09-16,2020,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10317,2019-09-18,2019,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10318,2019-11-25,2019,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10319,2023-02-01,2023,2,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin,10319,2020-07-01,2020,7,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,10319,2019-02-20,2019,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10365,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10365,2020-11-10,2020,11,Berlin
J.H. Auto(h)aus Europa GmbH,Normalladeeinrichtung,2,39.6,Berlin,10365,2021-01-19,2021,1,Berlin
EA EnergieArchitektur Dresden GmbH,Normalladeeinrichtung,2,44.0,Berlin,10367,2022-06-30,2022,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10405,2020-04-29,2020,4,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10405,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10407,2020-05-12,2020,5,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10407,2020-05-28,2020,5,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10407,2021-01-07,2021,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10409,2020-11-10,2020,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10409,2020-03-09,2020,3,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10437,2019-04-04,2019,4,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin,10439,2019-07-03,2019,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10551,2020-07-22,2020,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10551,2020-07-22,2020,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10551,2021-01-29,2021,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10553,2019-11-14,2019,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10553,2020-07-22,2020,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10557,2019-07-12,2019,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10557,2020-11-18,2020,11,Berlin
GP JOULE Connect GmbH,Normalladeeinrichtung,4,88.0,Berlin,10557,2020-12-04,2020,12,Berlin
GP JOULE Connect GmbH,Normalladeeinrichtung,1,22.0,Berlin,10557,2020-12-04,2020,12,Berlin
DB Energie GmbH,Normalladeeinrichtung,1,11.0,Berlin,10557,2022-03-02,2022,3,Berlin
MOA Group GmbH,Normalladeeinrichtung,2,22.0,Berlin,10559,2022-07-01,2022,7,Berlin
MOA Group GmbH,Normalladeeinrichtung,4,22.0,Berlin,10559,2022-10-01,2022,10,Berlin
Park One GmbH,Normalladeeinrichtung,3,22.0,Berlin,10559,2018-09-01,2018,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10585,2019-09-05,2019,9,Berlin
E.ON Drive Infrastructure,Normalladeeinrichtung,2,22.0,Berlin,10585,2022-08-01,2022,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10587,2020-08-11,2020,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10587,2020-11-30,2020,11,Berlin
Allego GmbH,Schnellladeeinrichtung,2,150.0,Berlin,10587,2021-11-19,2021,11,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,10587,2020-11-08,2020,11,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,10587,2020-12-05,2020,12,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,22.0,Berlin,10587,2020-01-13,2020,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10589,2020-09-29,2020,9,Berlin
Lidl,Normalladeeinrichtung,2,44.0,Berlin,10589,2019-08-05,2019,8,Berlin
Comfort Charge,Schnellladeeinrichtung,3,150.0,Berlin,10589,2019-07-15,2019,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10709,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10713,2021-04-08,2021,4,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10715,2018-02-08,2018,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10715,2020-11-10,2020,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10717,2018-06-06,2018,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10717,2020-12-01,2020,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10717,2020-03-18,2020,3,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10719,2018-06-14,2018,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10777,2019-11-08,2019,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10779,2020-10-30,2020,10,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,10785,2023-02-19,2023,2,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,10785,2023-01-02,2023,1,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,10785,2023-01-02,2023,1,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,10785,2023-01-02,2023,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10785,2020-10-05,2020,10,Berlin
Service4Charger,Normalladeeinrichtung,3,66.0,Berlin,10785,2022-08-01,2022,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10789,2019-09-26,2019,9,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10789,2020-10-05,2020,10,Berlin
E.ON Drive Infrastructure,Normalladeeinrichtung,2,44.0,Berlin,10789,2018-11-08,2018,11,Berlin
inno2grid GmbH,Normalladeeinrichtung,2,44.0,Berlin,10829,2023-01-01,2023,1,Berlin
inno2grid GmbH,Normalladeeinrichtung,2,44.0,Berlin,10829,2023-01-01,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,11.0,Berlin,10829,2019-03-04,2019,3,Berlin
Park One GmbH,Normalladeeinrichtung,2,22.0,Berlin,10963,2022-12-01,2022,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10965,2020-12-02,2020,12,Berlin
naturstrom,Normalladeeinrichtung,2,44.0,Berlin,10965,2019-01-29,2019,1,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Berlin,10965,2021-07-07,2021,7,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Berlin,10965,2022-07-13,2022,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10967,2020-12-02,2020,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10967,2021-01-07,2021,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10969,2020-07-29,2020,7,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10969,2021-01-19,2021,1,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,10969,2021-01-01,2021,1,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,1,150.0,Berlin,10969,2021-01-01,2021,1,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,2,260.0,Berlin,10969,2023-02-28,2023,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,10997,2021-01-21,2021,1,Berlin
Lidl,Schnellladeeinrichtung,3,97.0,Berlin,10997,2020-06-17,2020,6,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,10999,2021-10-07,2021,10,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,10999,2020-07-21,2020,7,Berlin
Lidl,Normalladeeinrichtung,2,44.0,Berlin,12043,2019-08-21,2019,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,12059,2018-02-06,2018,2,Berlin
Volkswagen Automobile Berlin,Schnellladeeinrichtung,2,50.0,Berlin,12099,2022-11-09,2022,11,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin,12099,2021-01-14,2021,1,Berlin
Privat,Normalladeeinrichtung,1,11.0,Berlin,12101,2021-03-23,2021,3,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12101,2020-11-10,2020,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12101,2021-04-08,2021,4,Berlin
Allego GmbH,Normalladeeinrichtung,2,22.0,Berlin,12101,2018-05-18,2018,5,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12103,2020-11-10,2020,11,Berlin
Kaufland,Schnellladeeinrichtung,2,93.0,Berlin,12103,2019-04-29,2019,4,Berlin
Kaufland,Schnellladeeinrichtung,3,93.0,Berlin,12103,2020-10-20,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12105,2020-11-16,2020,11,Berlin
Lidl,Schnellladeeinrichtung,3,50.0,Berlin,12107,2021-01-15,2021,1,Berlin
Pfalzwerke AG,Schnellladeeinrichtung,2,75.0,Berlin,12107,2020-11-03,2020,11,Berlin
Pfalzwerke AG,Schnellladeeinrichtung,2,75.0,Berlin,12107,2020-11-03,2020,11,Berlin
GLS Mobility,Normalladeeinrichtung,2,22.0,Berlin,12109,2021-10-05,2021,10,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,1,150.0,Berlin,12109,2020-12-07,2020,12,Berlin
TotalEnergies,Schnellladeeinrichtung,1,350.0,Berlin,12137,2021-09-13,2021,9,
Lidl,Schnellladeeinrichtung,2,150.0,Berlin,12157,2020-05-20,2020,5,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12163,2018-01-29,2018,1,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12167,2020-06-23,2020,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12203,2020-06-23,2020,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12203,2020-11-04,2020,11,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-08-11,2022,8,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-12-02,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-12-08,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-12-08,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-09-12,2022,9,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2022-09-12,2022,9,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2023-01-14,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12203,2023-01-14,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2022-12-02,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2022-12-02,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2022-12-13,2022,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-01-22,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-01-22,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-01-20,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-01-20,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-01-20,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-02-15,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12205,2023-02-15,2023,2,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Berlin Osterpreussen,12207,2022-07-20,2022,7,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,1,175.0,Berlin,12207,2022-01-11,2022,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12209,2022-08-14,2022,8,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12209,2023-01-11,2023,1,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12209,2023-01-11,2023,1,Berlin
CPI Next Level Ventures GmbH,Normalladeeinrichtung,2,22.0,Berlin,12277,2021-04-16,2021,4,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Berlin,12277,2022-04-26,2022,4,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,44.0,Berlin,12277,2022-04-26,2022,4,Berlin
Automobile Libera GmbH,Normalladeeinrichtung,1,13.2,Berlin,12277,2021-08-18,2021,8,Berlin
Automobile Libera GmbH,Normalladeeinrichtung,1,13.2,Berlin,12277,2021-12-09,2021,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,12307,2020-12-04,2020,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12347,2020-07-29,2020,7,Berlin
Pfalzwerke AG,Schnellladeeinrichtung,2,300.0,Berlin,12347,2022-10-11,2022,10,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,156.0,Berlin,12349,2020-11-27,2020,11,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12351,2020-12-21,2020,12,Berlin
Allego GmbH,Schnellladeeinrichtung,2,93.0,Berlin,12351,2018-08-29,2018,8,Berlin
EWE Go GmbH,Schnellladeeinrichtung,2,160.0,Berlin,12351,2022-08-11,2022,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12359,2020-03-18,2020,3,Berlin
Lidl,Schnellladeeinrichtung,3,96.0,Berlin,12435,2019-12-10,2019,12,Berlin
Privatperson,Normalladeeinrichtung,1,3.7,berlin,12437,2022-01-01,2022,1,Berlin
Lidl,Schnellladeeinrichtung,3,72.0,Berlin,12437,2021-04-28,2021,4,Berlin
AUTOPLUS Werkstatt,Normalladeeinrichtung,2,44.0,Berlin,12459,2022-12-16,2022,12,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,12487,2020-03-24,2020,3,Berlin
"Porsche Zentrum Berlin-Adlershof, Porsche Niederlassung Berlin GmbH",Schnellladeeinrichtung,1,350.0,Berlin,12487,2018-05-14,2018,5,Berlin
Ines Maria Duarte Pimienta & Sven Pritsch GbR,Normalladeeinrichtung,2,22.0,Berlin,12489,2019-11-11,2019,11,Berlin
BTB Blockheizkraftwerks- Träger- und Betreibergesellschaft mbH Berlin,Normalladeeinrichtung,2,22.0,Berlin,12489,2020-01-27,2020,1,Berlin
BTB Blockheizkraftwerks- Träger- und Betreibergesellschaft mbH Berlin,Normalladeeinrichtung,2,22.0,Berlin,12489,2020-01-27,2020,1,Berlin
EA EnergieArchitektur Dresden GmbH,Normalladeeinrichtung,2,44.0,Berlin,12524,2022-06-30,2022,6,Berlin
ORLEN Deutschland GmbH,Schnellladeeinrichtung,2,122.0,Berlin,12527,2019-07-18,2019,7,Berlin
KADEA Berlin GmbH,Normalladeeinrichtung,2,44.0,Berlin,12555,2022-01-01,2022,1,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,12555,2021-12-27,2021,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12621,2023-02-18,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12621,2023-02-26,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12621,2023-02-26,2023,2,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,300.0,Berlin,12623,2020-03-15,2020,3,Berlin
Lidl,Schnellladeeinrichtung,3,93.0,Berlin-Marzahn-Hellersdorf,12623,2022-01-21,2022,1,Berlin
E.ON Drive GmbH,Normalladeeinrichtung,1,22.0,Berlin,12623,2022-03-16,2022,3,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-09,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-09,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-12,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-12,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-10,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-12,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-26,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12623,2023-02-26,2023,2,Berlin
E.ON Drive Infrastructure,Normalladeeinrichtung,2,44.0,Berlin,12623,2018-10-20,2018,10,Berlin
Pfalzwerke AG,Schnellladeeinrichtung,2,150.0,Berlin,12681,2022-10-27,2022,10,Berlin
Pfalzwerke AG,Schnellladeeinrichtung,2,300.0,Berlin,12681,2022-10-27,2022,10,Berlin
CPI Next Level Ventures GmbH,Schnellladeeinrichtung,1,150.0,Berlin,12681,2021-02-01,2021,2,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,22.0,Berlin,12681,2019-03-25,2019,3,Berlin
Mercedes- Benz AG - Niederlassung Berlin,Normalladeeinrichtung,2,22.0,Berlin,12681,2019-02-26,2019,2,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2020-12-04,2020,12,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2022-08-08,2022,8,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2022-08-08,2022,8,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-16,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-25,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-02,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-26,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-25,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-25,2023,2,Berlin
ubitricity Gesellschaft für verteilte Energiesysteme mbH,Normalladeeinrichtung,1,3.7,Berlin,12683,2023-02-25,2023,2,Berlin
BMW AG,Normalladeeinrichtung,2,44.0,Berlin,12683,2019-05-22,2019,5,Berlin
Lidl,Schnellladeeinrichtung,3,93.0,Berlin-Marzahn-Hellersdorf,12689,2021-12-17,2021,12,Berlin
Volkswagen Group Retail Berlin,Schnellladeeinrichtung,2,75.0,Berlin,13051,2022-09-12,2022,9,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,2,150.0,Berlin,13055,2022-11-23,2022,11,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,2,300.0,Berlin,13055,2022-11-24,2022,11,Berlin
Shell Deutschland GmbH,Schnellladeeinrichtung,4,150.0,Berlin,13055,2022-11-24,2022,11,Berlin
Andreas Witt GmbH,Normalladeeinrichtung,2,39.6,Berlin,13055,2021-07-01,2021,7,Berlin
Berliner Energieagentur GmbH,Normalladeeinrichtung,2,44.0,Berlin,13055,2021-06-30,2021,6,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13086,2020-04-02,2020,4,Berlin
EnBW mobility+ AG und Co.KG,Schnellladeeinrichtung,2,150.0,Berlin,13086,2021-12-13,2021,12,Berlin
Allego GmbH,Schnellladeeinrichtung,2,150.0,Berlin,13088,2022-10-01,2022,10,Berlin
Autohaus Thomas Kapinsky GmbH & Co. KG,Normalladeeinrichtung,2,22.0,Berlin,13089,2021-09-22,2021,9,Berlin
TotalEnergies Charging Solutions Deutschland GmbH,Normalladeeinrichtung,2,44.0,Berlin,13125,2022-12-19,2022,12,Berlin
Walter Fritz Deutsche Gesellschaft für Energieversorgung mbH,Normalladeeinrichtung,1,22.0,Berlin,13125,2021-06-15,2021,6,Berlin
Walter Fritz Deutsche Gesellschaft für Energieversorgung mbH,Normalladeeinrichtung,1,22.0,Berlin,13125,2021-06-15,2021,6,Berlin
PaechElektro inh. Andreas Stoye,Normalladeeinrichtung,2,22.0,Berlin,13125,2021-12-17,2021,12,Berlin
Allego GmbH,Schnellladeeinrichtung,2,150.0,Berlin,13127,2022-10-01,2022,10,Berlin
Lidl,Normalladeeinrichtung,2,44.0,Berlin,13156,2019-08-29,2019,8,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,2,22.0,Berlin,13187,2020-10-26,2020,10,Berlin
Berliner Stadtwerke KommunalPartner GmbH,Normalladeeinrichtung,1,3.7,Berlin,13189,2018-06-15,2018,6,Berlin
